Epoch, Train Loss, Val Loss, Inv Loss, Var Loss, Cov Loss
1, 40.05552303941944, 43.961769689379445, 4.379720687866211, 39.5058479309082, 0.07620543986558914
2, 38.638543986066985, 39.05304575576197, 10.109160423278809, 28.738712310791016, 0.20518328249454498
3, 38.68849925753437, 38.72840897933297, 10.183073043823242, 28.327680587768555, 0.21766582131385803
4, 38.09697988968861, 38.29579164548908, 10.725664138793945, 27.318809509277344, 0.2513251304626465
5, 37.78367964829071, 37.87277529001846, 11.031723022460938, 26.568225860595703, 0.27281200885772705
6, 37.55795128737824, 37.807212356411284, 11.02791976928711, 26.516956329345703, 0.2623290419578552
7, 37.72099335585968, 37.72404028265677, 11.333639144897461, 26.11485481262207, 0.27556121349334717
8, 37.901450386530236, 37.693183181840745, 11.183533668518066, 26.22977638244629, 0.27987879514694214
9, 37.716650902470455, 37.60981662194138, 11.48513412475586, 25.832658767700195, 0.29201874136924744
10, 37.343205584755424, 37.51897063584584, 11.289856910705566, 25.941558837890625, 0.28755661845207214
11, 37.161943170088755, 37.59119207962699, 11.506513595581055, 25.782119750976562, 0.3025680184364319
12, 37.49194693263573, 37.23733110257122, 11.319099426269531, 25.60935401916504, 0.30888086557388306
13, 36.566885380805296, 37.12293435606505, 11.650956153869629, 25.145774841308594, 0.32619181275367737
14, 37.532191940500766, 37.10346400463368, 11.54373550415039, 25.24407958984375, 0.3156462013721466
15, 36.60683834703663, 37.02228421750276, 11.78504753112793, 24.900257110595703, 0.3369766175746918
16, 37.306452087209195, 36.59627773450769, 11.9154634475708, 24.30830955505371, 0.3724958896636963
17, 36.3854889447176, 37.00253928591833, 11.715812683105469, 24.94598960876465, 0.3407314121723175
18, 36.41193286074868, 36.80434717729573, 11.707629203796387, 24.754854202270508, 0.3418569564819336
19, 36.78583961197093, 36.81364677995062, 12.030476570129395, 24.424102783203125, 0.35905560851097107
20, 36.36630801913105, 36.41135180148932, 11.952863693237305, 24.0789737701416, 0.37951183319091797
21, 37.09663048273401, 36.71759685896851, 11.85897159576416, 24.497318267822266, 0.3613114655017853
22, 36.64018292970295, 36.35241901661124, 12.11885929107666, 23.834285736083984, 0.39927053451538086
23, 36.56533721730679, 36.14793001355417, 12.266117095947266, 23.465065002441406, 0.41673043370246887
24, 36.97791384443452, 36.11865360718554, 12.272038459777832, 23.41655921936035, 0.4300512969493866
25, 35.796786199642135, 36.16278202027616, 12.360223770141602, 23.38286018371582, 0.41969186067581177
26, 34.57395524616483, 36.03393587370967, 12.22208309173584, 23.378982543945312, 0.43287068605422974
27, 35.39036446583422, 36.70305384272505, 12.0021390914917, 24.327295303344727, 0.37360039353370667
28, 35.94116768655898, 36.293486387833305, 12.158382415771484, 23.719404220581055, 0.4156928062438965
29, 36.14725013926059, 36.618562069085556, 11.685166358947754, 24.580747604370117, 0.35265499353408813
30, 35.917634939845605, 36.02105277273661, 12.245488166809082, 23.34859275817871, 0.4269687533378601
31, 35.532174822650376, 35.728414603816276, 12.359318733215332, 22.90677261352539, 0.46232345700263977
32, 35.39125432847421, 35.53534869220861, 12.675790786743164, 22.365087509155273, 0.49447256326675415
33, 35.14964248560652, 35.88777822606704, 12.346376419067383, 23.09735679626465, 0.4440418481826782
34, 34.751211504392984, 35.31059019766805, 12.899721145629883, 21.880870819091797, 0.529992401599884
35, 35.66660523716408, 35.211199372625714, 12.634001731872559, 22.063018798828125, 0.5141752362251282
36, 35.22216869305961, 35.346497484485205, 13.062131881713867, 21.747440338134766, 0.53691565990448
37, 34.789347877985314, 35.11015781295269, 12.68358325958252, 21.893592834472656, 0.5329774618148804
38, 35.266779621945155, 35.34738006494234, 12.732510566711426, 22.086589813232422, 0.5282846093177795
39, 35.044017019151134, 35.27807314743471, 12.908825874328613, 21.847625732421875, 0.5216371417045593
40, 35.296302384968044, 34.68246633622348, 13.425668716430664, 20.62125015258789, 0.6355454325675964
41, 36.34893564634685, 35.58742328555992, 12.474542617797852, 22.640642166137695, 0.4722321927547455
42, 35.4366576279266, 35.30249047828148, 12.824817657470703, 21.96166229248047, 0.5160068869590759
43, 35.35766116275063, 34.905466479718534, 12.975296974182129, 21.37783432006836, 0.5523321628570557
44, 35.02969389323947, 34.92129844411865, 13.11765193939209, 21.23866844177246, 0.5649724006652832
45, 34.57696081716803, 34.939705621860824, 13.286750793457031, 21.07438087463379, 0.5785790085792542
46, 34.7945388117923, 34.871774253942775, 13.010285377502441, 21.302413940429688, 0.5590856075286865
47, 35.45809629899037, 35.362635322239086, 12.849225044250488, 22.007980346679688, 0.5054281949996948
48, 36.021837041347844, 34.546085528400546, 13.419755935668945, 20.515043258666992, 0.6112968325614929
49, 35.4784090549131, 35.033683410995756, 13.032042503356934, 21.467119216918945, 0.5345216393470764
50, 35.316747592974316, 34.73396310537977, 13.322930335998535, 20.829326629638672, 0.5817146897315979
