Epoch, Train Loss, Val Loss, Inv Loss, Var Loss, Cov Loss
0,0.19797420501708984, 0.19797420501708984, 4.934388471156126e-07, 0.19797371327877045, 4.748751517136122e-16
1, 0.1705534409118604, 0.17807084405818557, 0.02084016613662243, 0.1572292298078537, 1.4117752016318263e-06
2, 0.16783142240741586, 0.17007906140421358, 0.028775116428732872, 0.14130081236362457, 3.1044128263602033e-06
3, 0.16494141651105276, 0.165347362132481, 0.03382095694541931, 0.13152067363262177, 5.746706392528722e-06
4, 0.16361910849809647, 0.16489745510737305, 0.034669384360313416, 0.13022206723690033, 5.962665909464704e-06
5, 0.1671584382464614, 0.16315109408496287, 0.035906095057725906, 0.1272381842136383, 6.796564775868319e-06
6, 0.1610645996996119, 0.1598558458297149, 0.03882192075252533, 0.12102505564689636, 8.772143701207824e-06
7, 0.15487474712389934, 0.15781541601242616, 0.04098539799451828, 0.1168205738067627, 9.443941053177696e-06
8, 0.15341638783110847, 0.15516770350963563, 0.0443502813577652, 0.11080620437860489, 1.119919579650741e-05
9, 0.15603584418945673, 0.15379648554660474, 0.04561156779527664, 0.10817251354455948, 1.2439203601388726e-05
10, 0.15176681485734408, 0.15351210808967386, 0.04633046314120293, 0.10716903954744339, 1.2564575627038721e-05
11, 0.15407587550108945, 0.15374361710322787, 0.04576963558793068, 0.10796145349740982, 1.2523009900178295e-05
12, 0.15341769969916041, 0.1525665032284339, 0.0467592254281044, 0.10579347610473633, 1.382145728712203e-05
13, 0.15568028494149824, 0.15368952804133104, 0.046309296041727066, 0.10736765712499619, 1.2518876246758737e-05
14, 0.15448001508094086, 0.15185937416904113, 0.04708213359117508, 0.10476358979940414, 1.3672053682967089e-05
15, 0.15312411570096318, 0.15289019438845422, 0.047018323093652725, 0.10585857182741165, 1.3357466741581447e-05
16, 0.15073401037650772, 0.15167952336542442, 0.04775683954358101, 0.10390888154506683, 1.3803581168758683e-05
17, 0.150710339693329, 0.15154281572993758, 0.04838230833411217, 0.10314614325761795, 1.4372101759363431e-05
18, 0.15221129829370522, 0.15141746264589412, 0.04805770516395569, 0.10334567725658417, 1.4090949662204366e-05
19, 0.15183016054237944, 0.15140265195875827, 0.04785170033574104, 0.10353703051805496, 1.3936835784988943e-05
20, 0.1502565015343171, 0.14997717600954158, 0.049805592745542526, 0.100155770778656, 1.582966069690883e-05
21, 0.15223609920166717, 0.1505724207290908, 0.049285341054201126, 0.10127151757478714, 1.5589499525958672e-05
22, 0.15078231022705005, 0.14964247900811609, 0.04994618147611618, 0.09967995434999466, 1.6323932868544944e-05
23, 0.14938690466216847, 0.14953118286398062, 0.05056209862232208, 0.09895236045122147, 1.6672272977302782e-05
24, 0.1494468513734733, 0.1500494052343966, 0.04991213232278824, 0.10012143105268478, 1.580339994688984e-05
25, 0.15097461188141303, 0.14891139844723064, 0.05030755326151848, 0.09858692437410355, 1.688090924290009e-05
26, 0.15141451151310642, 0.14920314607184257, 0.05090707540512085, 0.09827873855829239, 1.729255927784834e-05
27, 0.1482121042812927, 0.15004951817452755, 0.04937337338924408, 0.1006607860326767, 1.534647526568733e-05
28, 0.1502728765901131, 0.15017258692199312, 0.04959437623620033, 0.10056235641241074, 1.5878331396379508e-05
29, 0.1482827937867068, 0.14990363588266056, 0.04993566498160362, 0.09995162487030029, 1.6334481188096106e-05
30, 0.14758445718620397, 0.1495264215809305, 0.05010037496685982, 0.09941013902425766, 1.5913494280539453e-05
31, 0.15168412878543516, 0.14996124661105978, 0.0500108078122139, 0.09993463009595871, 1.5817031453480013e-05
32, 0.14684416995018343, 0.14963982633465087, 0.04985429346561432, 0.09976933896541595, 1.6156251149368472e-05
33, 0.14849439819779578, 0.14851853369599413, 0.05138428509235382, 0.09711602330207825, 1.8221577192889526e-05
34, 0.14702781619904917, 0.14791421415022268, 0.051646195352077484, 0.09624938666820526, 1.864219484559726e-05
35, 0.1491013563509229, 0.14796291655667906, 0.051286593079566956, 0.09665769338607788, 1.861664350144565e-05
36, 0.14627562774510322, 0.1486020854595677, 0.051108334213495255, 0.0974760577082634, 1.7694057532935403e-05
37, 0.14831180861101875, 0.14831895865214145, 0.051719386130571365, 0.09658057242631912, 1.9000022803083993e-05
38, 0.14621907048210314, 0.14761019841103298, 0.05161425471305847, 0.09597718715667725, 1.876515307230875e-05
39, 0.14636291101386276, 0.14556849408713754, 0.054647546261548996, 0.09089776873588562, 2.3176209651865065e-05
40, 0.14250943866334384, 0.14492056926574243, 0.05435284599661827, 0.0905444324016571, 2.3233083993545733e-05
41, 0.14826334829006013, 0.1457479488857262, 0.05473377928137779, 0.09099103510379791, 2.307489739905577e-05
42, 0.14840626820356032, 0.1463936164860835, 0.053143151104450226, 0.09322942793369293, 2.1065203327452764e-05
43, 0.1485154106269909, 0.14734758594837946, 0.05219727382063866, 0.09513067454099655, 1.9628983864095062e-05
44, 0.14732545651967013, 0.1467760565412014, 0.05329172685742378, 0.09346332401037216, 2.1015146558056585e-05
