Epoch, Train Loss, Val Loss, Inv Loss, Var Loss, Cov Loss
45, 0.1443214885230306, 0.14644332365382967, 0.05304758995771408, 0.09337443113327026, 2.131013934558723e-05
46, 0.14660674918301497, 0.14585973993134316, 0.053911127150058746, 0.09192673116922379, 2.18638451769948e-05
47, 0.1469877941321723, 0.14534440842430915, 0.05386773869395256, 0.09145400673151016, 2.2647203877568245e-05
48, 0.14629734958274454, 0.1449568122434799, 0.05544734746217728, 0.08948472887277603, 2.4748853320488706e-05
49, 0.14334340412405472, 0.14428498725528302, 0.05606241896748543, 0.08819781988859177, 2.4774151825113222e-05
50, 0.14998504302546947, 0.14456031532467478, 0.05477274954319, 0.08976360410451889, 2.4011251298361458e-05
51, 0.14624836154376405, 0.14436632575814987, 0.0558166578412056, 0.088524729013443, 2.4970418962766416e-05
52, 0.14875606032489222, 0.14625331317372334, 0.053747572004795074, 0.0924839973449707, 2.174060864490457e-05
53, 0.14568022591403768, 0.1444473391413079, 0.05528812110424042, 0.08913455903530121, 2.4632983695482835e-05
54, 0.14599824545881415, 0.14501805500606138, 0.054574668407440186, 0.09042026847600937, 2.3144759325077757e-05
55, 0.1453754401093797, 0.14448443481989223, 0.05540017783641815, 0.08905889093875885, 2.532758480811026e-05
56, 0.14397634169723414, 0.1453185993272935, 0.053897012025117874, 0.09139920771121979, 2.2325575628201477e-05
57, 0.14358951075922086, 0.14406043613124686, 0.055909886956214905, 0.0881243348121643, 2.6213851015199907e-05
58, 0.14893006231588654, 0.14557287949697137, 0.05482104793190956, 0.09072813391685486, 2.3688688088441268e-05
59, 0.1479532015097292, 0.1436880289974725, 0.05647354945540428, 0.08718855679035187, 2.5901888875523582e-05
60, 0.146971243469021, 0.14373422042488138, 0.05613306537270546, 0.08757542073726654, 2.5746321625774726e-05
61, 0.1456393714569792, 0.14389050786223861, 0.0554979182779789, 0.088367760181427, 2.4800889150355943e-05
62, 0.14606587400164786, 0.1448353833668982, 0.05559921637177467, 0.08921214193105698, 2.4017337636905722e-05
63, 0.14729661852875842, 0.14444797630886289, 0.055136337876319885, 0.08928778767585754, 2.3866772608016618e-05
64, 0.1444417972919307, 0.14385547063997028, 0.05564336106181145, 0.08818675577640533, 2.5327819457743317e-05
65, 0.15016872039701365, 0.14416558705175014, 0.05557485669851303, 0.08856544643640518, 2.5296207240899093e-05
66, 0.14518543125330646, 0.14196139551184672, 0.058056049048900604, 0.0838761106133461, 2.9241984520922415e-05
67, 0.14135068956809707, 0.14425503098598833, 0.054958879947662354, 0.08927176147699356, 2.435816713841632e-05
68, 0.1429761369017106, 0.14312341670169854, 0.057439617812633514, 0.0856565311551094, 2.72906145255547e-05
69, 0.14156841354656824, 0.14346499201815452, 0.056373950093984604, 0.08706507831811905, 2.5982337319874205e-05
70, 0.14614902172662034, 0.14312024366901355, 0.05635296553373337, 0.08674085885286331, 2.646226857905276e-05
71, 0.14625781963143167, 0.14212178995313546, 0.05762255936861038, 0.08447039127349854, 2.8873397241113707e-05
72, 0.13913028347718565, 0.14224597577320036, 0.05739149451255798, 0.08482594043016434, 2.850233795470558e-05
73, 0.14371630945537664, 0.14327131834862483, 0.057185761630535126, 0.08605838567018509, 2.7128393412567675e-05
74, 0.14341579113580002, 0.1430242008069897, 0.056753866374492645, 0.08624351769685745, 2.6860821890295483e-05
75, 0.14429828722642946, 0.14400421944268219, 0.05622521787881851, 0.08775357902050018, 2.5401708626304753e-05
76, 0.1411756942921047, 0.14319025058194498, 0.056372515857219696, 0.0867912694811821, 2.644598134793341e-05
77, 0.13989898402102385, 0.14353133799017542, 0.05631224811077118, 0.08719272911548615, 2.6353889552410692e-05
78, 0.14378394384550142, 0.14249491348595875, 0.05800860747694969, 0.084458127617836, 2.8152264349046163e-05
79, 0.14410575979118107, 0.1443251909502327, 0.05520016700029373, 0.08910118788480759, 2.3832350052543916e-05
80, 0.14093233126251004, 0.14256173261748556, 0.057014551013708115, 0.08551977574825287, 2.746201971604023e-05
81, 0.14404486817649648, 0.14284189773337616, 0.05716870725154877, 0.0856446847319603, 2.851432145689614e-05
82, 0.14441829401103756, 0.14156187553425578, 0.0580788254737854, 0.0834532305598259, 2.9804699806845747e-05
83, 0.14157899836950663, 0.14225093401072886, 0.058075424283742905, 0.0841463953256607, 2.9138349418644793e-05
84, 0.1439923239471037, 0.14235540618524528, 0.057192545384168625, 0.08513469249010086, 2.8128484700573608e-05
85, 0.14352667765526833, 0.14244169844767016, 0.0576489232480526, 0.08476380258798599, 2.8975864552194253e-05
86, 0.1430812401673462, 0.1423743923416223, 0.0569179467856884, 0.08542875945568085, 2.7691785362549126e-05
87, 0.14142763199685496, 0.14249753273661483, 0.05822128802537918, 0.08424731343984604, 2.8882501283078454e-05
88, 0.14313497705550132, 0.14277023181814671, 0.05630531534552574, 0.08643844723701477, 2.6479639927856624e-05
89, 0.14674400849432884, 0.14154214232855136, 0.058647412806749344, 0.08286396414041519, 3.074208871112205e-05
90, 0.13969853463806683, 0.14140105601924155, 0.05817370489239693, 0.08319706469774246, 3.0289997084764764e-05
91, 0.14174767300675187, 0.1404895342105185, 0.05950092896819115, 0.08095673471689224, 3.187040056218393e-05
92, 0.14584896251370635, 0.14261548283993436, 0.057153843343257904, 0.08543376624584198, 2.7853393476107158e-05
93, 0.14691513937108125, 0.1414287682155819, 0.05811062455177307, 0.08328812569379807, 3.0039549528737552e-05
94, 0.14143599513210828, 0.14133616493028753, 0.05939020961523056, 0.08191390335559845, 3.2011947041610256e-05
95, 0.14167239865924738, 0.1439711959923015, 0.05617550387978554, 0.08776995539665222, 2.5732373615028337e-05
96, 0.14084156876123405, 0.1410062808705413, 0.05782013013958931, 0.08315607905387878, 3.009328975167591e-05
97, 0.14746610150684283, 0.14146302819556897, 0.059034962207078934, 0.08239676058292389, 3.133268182864413e-05
98, 0.14493681990270374, 0.1423020408014812, 0.05698774755001068, 0.08528604358434677, 2.8221596949151717e-05
99, 0.14331796821914142, 0.14037638925530416, 0.05951835960149765, 0.08082588016986847, 3.218104757252149e-05
100, 0.14431729544944402, 0.14050560774248275, 0.05953888222575188, 0.08093375712633133, 3.2935513445409015e-05
