Epoch, Loss, Inv Loss, Var Loss, Cov Loss
1, 0.17676940401479888, 0.02102550119161606, 0.15574310719966888, 7.913893682598427e-07
2, 0.1678382555590764, 0.03124614991247654, 0.13658976554870605, 2.245921677967999e-06
3, 0.16591909586557194, 0.03364695608615875, 0.1322692483663559, 2.8517472401290433e-06
4, 0.16443135187442878, 0.03464474156498909, 0.1297837495803833, 2.8608667435037205e-06
5, 0.16237140869471564, 0.03668805584311485, 0.12568001449108124, 3.3250694286834914e-06
