epoch,loss,accuracy,val_loss,val_acc
61,0.00018719075033886282,100.0,137.54722859191895,63.49485312578459
62,0.00016239727776745877,100.0,139.44195121765136,63.59527993974391
63,0.00014388786601149167,100.0,140.430203496933,63.59527993974391
64,0.0001277576780007818,100.0,142.30695969772339,63.62038664323374
65,0.0001129107854791629,100.0,143.0708975276947,63.69570675370324
66,0.00010108916776640448,100.0,144.25342437934876,63.469746422294754
67,9.478105742884167e-05,100.0,145.58928817749023,63.67060005021341
68,8.09763259515724e-05,100.0,146.67384341812135,63.51995982927441
69,7.09471806270794e-05,100.0,147.73309173583985,63.49485312578459
70,6.495538277093356e-05,100.0,148.9206531124115,63.319106201355766
71,5.670193357815572e-05,100.0,150.25479085540772,63.7459201606829
72,5.339577141900607e-05,100.0,150.8394550857544,63.51995982927441
73,4.513503845017879e-05,100.0,152.56803553771974,63.57017323625408
74,4.0846045850589284e-05,100.0,153.59092781829833,63.49485312578459
75,3.639002537769569e-05,100.0,154.51680835533142,63.39442631182526
76,3.3260626379642975e-05,100.0,155.69662519073486,63.51995982927441
77,3.0048540510398928e-05,100.0,157.15322973251344,63.62038664323374
78,2.6842115373880983e-05,100.0,158.3204414100647,63.369319608335424
79,2.4111713111754207e-05,100.0,159.16711000061036,63.34421290484559
80,2.1521579691816626e-05,100.0,160.36626232528687,63.218679387396435
81,1.9118772942239065e-05,100.0,162.00558761405944,63.469746422294754
82,1.7217942270297522e-05,100.0,163.03917237091065,63.369319608335424
83,1.574203127991025e-05,100.0,164.16071468353272,63.39442631182526
84,1.4608338143783048e-05,100.0,164.84987034225463,63.29399949786593
85,1.2782910457163473e-05,100.0,166.08114530944823,63.24378609088627
86,1.158758522135246e-05,100.0,166.92508954620362,63.319106201355766
87,1.0616889973053254e-05,100.0,168.12033086395263,63.16846598041677
88,9.81648904784453e-06,100.0,169.42935563659668,63.44463971880492
89,8.753343896622485e-06,100.0,170.4521755809784,63.34421290484559
90,7.858872842348706e-06,100.0,171.43786775398254,63.62038664323374
91,7.1671383659557925e-06,100.0,172.43489360809326,63.645493346723576
92,6.622994155594172e-06,100.0,173.6990410499573,63.39442631182526
93,6.015597354330582e-06,100.0,174.85612590789796,63.39442631182526
94,5.503080971388753e-06,100.0,175.5984764099121,63.645493346723576
95,4.915956155503495e-06,100.0,176.43467322921754,63.39442631182526
96,4.56968267450347e-06,100.0,177.97988794708252,63.369319608335424
97,4.213677982630809e-06,100.0,178.4993159866333,63.39442631182526
98,3.9201153126332524e-06,100.0,179.56187580490112,63.545066532764245
99,3.54626984300448e-06,100.0,180.3054273700714,63.319106201355766
100,3.2640604960052076e-06,100.0,181.76424935150146,63.39442631182526
101,2.974552890403787e-06,100.0,182.75935830307006,63.49485312578459
102,2.7458660544535406e-06,100.0,184.0232557182312,63.49485312578459
103,2.509069643160976e-06,100.0,184.42687041091918,63.545066532764245
104,2.3128206890697694e-06,100.0,185.53020231437682,63.469746422294754
105,2.147387715796317e-06,100.0,186.56580503082276,63.41953301531509
106,1.966546560267448e-06,100.0,187.35451424407958,63.34421290484559
107,1.9949280941614854e-06,100.0,188.50458335876465,63.469746422294754
108,1.6697400296521312e-06,100.0,189.55817865753173,63.44463971880492
109,1.5294462946374142e-06,100.0,190.71621757507324,63.469746422294754
110,1.4199685285013996e-06,100.0,191.92745392608643,63.49485312578459
111,1.3040031254766038e-06,100.0,192.5573980064392,63.41953301531509
112,1.1831720366323221e-06,100.0,193.57197982406618,63.469746422294754
113,1.110997745707605e-06,100.0,194.55230257034302,63.369319608335424
114,1.0242264207675078e-06,100.0,195.43736820220948,63.34421290484559
115,9.374550778463289e-07,100.0,196.26788229370118,63.319106201355766
116,8.636588952092196e-07,100.0,197.51453264236451,63.369319608335424
117,8.093254322619676e-07,100.0,198.15780402374267,63.469746422294754
118,7.460715671200257e-07,100.0,198.88967469024658,63.34421290484559
119,6.893052518132957e-07,100.0,200.18539546966554,63.319106201355766
120,6.47946953935401e-07,100.0,200.8529527244568,63.29399949786593
121,5.992901159934294e-07,100.0,202.20067072296143,63.2688927943761
122,5.60364653895682e-07,100.0,203.08478399658202,63.319106201355766
123,5.068421306659234e-07,100.0,203.84325271987916,63.319106201355766
124,4.6710570893615145e-07,100.0,205.2598520050049,63.469746422294754
125,4.3628970955728156e-07,100.0,205.531947681427,63.319106201355766
126,4.0141897756223066e-07,100.0,206.83032865142823,63.39442631182526
127,3.722248686873469e-07,100.0,208.09746977233885,63.44463971880492
128,3.5438402988256405e-07,100.0,208.97611472702027,63.34421290484559
129,3.2356802958530557e-07,100.0,210.08850422668456,63.34421290484559
130,2.9356297630431293e-07,100.0,211.25368528747558,63.369319608335424
131,2.773440259733941e-07,100.0,212.1632082157135,63.369319608335424
132,2.4896086807834795e-07,100.0,213.59315201568603,63.41953301531509
133,2.505827648177091e-07,100.0,214.72269699287415,63.49485312578459
134,2.1652297292684168e-07,100.0,216.41150763320923,63.469746422294754
135,1.9462739067855992e-07,100.0,217.03044118499756,63.319106201355766
136,1.9138360159843547e-07,100.0,218.61339037704468,63.369319608335424
137,1.8489602261647046e-07,100.0,219.57064457702637,63.39442631182526
138,1.6381138965625785e-07,100.0,220.98551583480835,63.44463971880492
139,1.484033892417793e-07,100.0,222.63628088378906,63.34421290484559
140,1.524581259182045e-07,100.0,224.38976784896852,63.44463971880492
141,1.3542822818432987e-07,100.0,225.35584832286835,63.369319608335424
142,1.1839833199721497e-07,100.0,226.95881786346436,63.218679387396435
143,1.0866696306507316e-07,100.0,229.0816607398987,63.34421290484559
144,1.0299033076102032e-07,100.0,231.74674449920656,63.24378609088627
145,1.094779095979766e-07,100.0,233.27181880187987,63.16846598041677
146,1.0623411993781726e-07,100.0,235.05499147415162,63.2688927943761
147,1.0866696263004699e-07,100.0,236.6855333957672,63.16846598041677
148,7.94728539485082e-08,100.0,239.11106959533691,63.39442631182526
149,1.0947790974298534e-07,100.0,240.40798318099976,63.319106201355766
150,8.028380086810158e-08,100.0,243.48986357116698,63.369319608335424
151,8.109474841606608e-08,100.0,245.61962453460694,63.319106201355766
152,9.082611836326894e-08,100.0,247.7580286216736,63.67060005021341
153,8.677138130015381e-08,100.0,250.45444136047362,63.41953301531509
154,23.96972850298205,75.10160427807487,31.077383163452147,60.73311574190309
155,9.276251831529091,88.19251336898395,35.80903817939758,61.83781069545569
156,3.2805667756264714,96.32085561497327,62.098456523895265,60.30630178257595
157,2.6980096250012213,96.94117647058823,58.62609058856964,62.565905096660806
158,0.9287771949808167,99.16577540106952,72.14599102497101,61.561636957067535
159,0.8281460407817242,99.10160427807487,81.7032593421936,62.76675872457946
160,5.658696596109194,94.6951871657754,64.49210387420655,62.01355761988451
161,0.5763577490325916,99.50802139037434,77.25489435958862,61.03439618378107
162,0.48835475691182373,99.50802139037434,75.54973505973815,62.59101180015064
163,2.945975082514643,97.06951871657753,60.503250343322755,63.49485312578459
164,0.9893884681748087,98.9090909090909,75.59612418174744,62.41526487572182
165,0.4520819183521007,99.52941176470588,89.55255100917816,62.390158172231985
166,0.6949116321680083,99.10160427807487,96.3613634147644,58.850112980165704
167,2.094387640801201,97.88235294117646,81.63087280464173,61.43610343961838
168,1.7156883717742653,98.20320855614973,75.92392423439026,62.69143861410997
169,0.709062480694866,99.33689839572193,77.34181797790528,63.369319608335424
170,0.24081802234463856,99.7433155080214,81.15231563186646,63.41953301531509
171,0.16311252577680552,99.89304812834224,95.64063198089599,61.410996736128546
172,3.413096718363413,96.40641711229947,64.58249405479431,62.641225207130304
173,1.0688703962357753,98.82352941176471,75.26698152589798,63.068039166457446
174,0.6263830431982189,99.31550802139037,81.12611598014831,62.33994476525232
175,0.48478676415789795,99.42245989304813,89.00222914218902,63.49485312578459
176,1.3733034653741183,98.24598930481284,82.46128763580322,62.565905096660806
177,2.9339302236186167,97.41176470588235,69.63312248229981,63.645493346723576
178,1.0781580295575317,98.84491978609626,83.5791807308197,61.63695706753703
179,0.8018039592837148,99.25133689839572,84.49234014511109,62.390158172231985
180,0.4995243989618584,99.42245989304813,93.37696255111695,62.139091137333665
181,1.0010722551722444,98.97326203208556,87.18861506271362,63.51995982927441
182,0.6191653348803959,99.20855614973262,97.25203802490235,63.24378609088627
183,1.5745851501622903,98.54545454545455,79.22195689415932,62.565905096660806
184,1.1990122494674256,98.71657754010695,83.61609104633331,62.390158172231985
185,1.1799611171674744,98.9090909090909,77.62937154388428,62.139091137333665
186,1.0514861588539766,98.7379679144385,83.51476197433472,63.319106201355766
187,0.16435839504376826,99.8288770053476,91.16646593093873,64.07230730605072
188,1.1261788077441006,98.99465240641712,80.38367015075684,63.92166708511172
189,0.4291875127991552,99.50802139037434,91.56485564422607,63.24378609088627
190,1.0873414155968535,99.14438502673796,84.07038164329529,62.490584986191315
191,0.5838158161347818,99.35828877005348,88.00925302886962,63.77102686417273
192,0.14938373473344402,99.80748663101605,93.7865530014038,64.09741400954054
193,1.524334715811146,98.63101604278074,94.29920612239837,60.65779563143359
194,2.1671268259913314,98.07486631016043,74.18725525665283,62.69143861410997
195,0.13594598218570558,99.9144385026738,84.69539350891114,63.41953301531509
196,0.017456582728789145,100.0,85.22050225257874,63.84634697464223
197,0.005258806533872927,100.0,86.96031731891632,63.8212402711524
198,0.0036784400930826165,100.0,88.475355717659,63.896560381621896
199,0.0028592230050054814,100.0,89.9313414516449,64.02209389907105
200,0.0022314547774537155,100.0,92.6045719013214,64.12252071303038
201,0.0009895106203376123,100.0,108.66438314437866,64.04720060256088
202,0.00033494734110230703,100.0,118.75619812202454,64.62465478282701
203,0.00020590213387636358,100.0,123.54798822784424,64.75018830027618
204,0.0001510005894732519,100.0,127.03840122509003,64.39869445141854
205,0.00012059800727676244,100.0,129.98122073554993,64.49912126537785
206,9.751915793606955e-05,100.0,132.26721207618712,64.49912126537785
207,8.266811518866098e-05,100.0,134.18055511283873,64.3735877479287
208,7.698538655921654e-05,100.0,135.8056969718933,64.59954807933718
209,6.311877914734297e-05,100.0,137.48371543884278,64.52422796886769
210,5.3727065133499515e-05,100.0,139.1979454689026,64.64976148631685
211,4.7467981924138195e-05,100.0,140.78039886665346,64.64976148631685
212,4.210225490449021e-05,100.0,142.31630276107788,64.57444137584736
213,3.8123028592877e-05,100.0,143.7765219078064,64.59954807933718
214,3.3355777258419975e-05,100.0,145.24727295303344,64.39869445141854
215,3.0391092596228097e-05,100.0,146.43052611541748,64.54933467235752
216,2.6735578615955934e-05,100.0,147.84584867858888,64.52422796886769
217,2.337677800394748e-05,100.0,149.10742465782167,64.49912126537785
218,2.082729617994971e-05,100.0,150.40914769363403,64.47401456188803
219,1.8785332199418765e-05,100.0,151.40031492614747,64.47401456188803
220,1.6894249424503452e-05,100.0,152.57293104171754,64.62465478282701
221,1.5215660127506719e-05,100.0,153.80269869995118,64.52422796886769
222,1.3835406168452447e-05,100.0,154.62547742080687,64.44890785839819
223,1.2282504319593536e-05,100.0,156.0558462371826,64.32337434094903
224,1.0838246047131435e-05,100.0,157.0865700931549,64.44890785839819
225,1.0155417110022613e-05,100.0,158.43519140625,64.54933467235752
226,9.434495883222392e-06,100.0,159.4557195854187,64.39869445141854
227,8.36241270911919e-06,100.0,160.34565869903565,64.2229475269897
228,7.651249604490192e-06,100.0,161.2462945022583,64.47401456188803
229,6.799766936908048e-06,100.0,162.33032959747314,64.44890785839819
230,6.185876820890848e-06,100.0,163.37062855911256,64.39869445141854
231,5.579301485044488e-06,100.0,164.29395922088622,64.42380115490836
232,5.1089522724537126e-06,100.0,165.00757614898683,64.34848104443887
233,4.744835799366061e-06,100.0,165.86464822006226,64.47401456188803
234,4.245300054509432e-06,100.0,167.0603647880554,64.52422796886769
235,3.818744128714533e-06,100.0,167.87334347534178,64.49912126537785
236,3.707641957864981e-06,100.0,169.0333987092972,64.64976148631685
237,3.283520619700595e-06,100.0,169.7438112258911,64.49912126537785
238,2.956709727930913e-06,100.0,170.95441952896118,64.75018830027618
239,2.815604704984426e-06,100.0,171.57120558547973,64.57444137584736
240,2.4814961102376808e-06,100.0,172.43101165008545,64.52422796886769
241,2.271461127199185e-06,100.0,173.27557962417603,64.42380115490836
242,2.102784666173731e-06,100.0,174.1735665473938,64.57444137584736
243,1.926809205068199e-06,100.0,175.1322968559265,64.44890785839819
244,1.8319279765343745e-06,100.0,176.01351207351684,64.52422796886769
245,1.6194610614584204e-06,100.0,176.87340896987914,64.49912126537785
246,1.5902664739580829e-06,100.0,177.74216556930543,64.47401456188803
247,1.4337541675202368e-06,100.0,178.50721797180177,64.44890785839819
248,1.2812963111249094e-06,100.0,179.19770190048217,64.49912126537785
249,1.1815498835658776e-06,100.0,180.1799572868347,64.39869445141854
250,1.136947739474422e-06,100.0,180.95303399276733,64.42380115490836
251,1.0226043497276633e-06,100.0,181.71330144119264,64.3735877479287
252,9.87733573843306e-07,100.0,182.28677408218383,64.49912126537785
253,9.082608415087789e-07,100.0,182.82753211975097,64.47401456188803
254,8.368975177565399e-07,100.0,184.03523709869384,64.39869445141854
255,7.914844853290146e-07,100.0,184.4547837562561,64.52422796886769
256,7.460714689491212e-07,100.0,185.15197253227234,64.52422796886769
257,7.095788553439523e-07,100.0,185.65123607254029,64.59954807933718
258,6.390264563733086e-07,100.0,186.8709468612671,64.44890785839819
259,6.065885590466715e-07,100.0,187.22257465934754,64.47401456188803
260,5.660412278578926e-07,100.0,188.086825592041,64.54933467235752
261,5.709068848689788e-07,100.0,188.2807552757263,64.57444137584736
262,5.060311373918754e-07,100.0,189.32379591178895,64.54933467235752
263,4.695385062406513e-07,100.0,189.71762511825563,64.52422796886769
264,4.3304589456893214e-07,100.0,190.57050100708008,64.44890785839819
265,4.1115031652590334e-07,100.0,191.34792711639403,64.52422796886769
266,3.916875822385015e-07,100.0,191.94568408966063,64.62465478282701
267,3.633044326089525e-07,100.0,193.13588024520874,64.62465478282701
268,3.4627453502008657e-07,100.0,193.80668634033202,64.52422796886769
269,3.1708042914204975e-07,100.0,194.3483892326355,64.52422796886769
270,3.089709656014562e-07,100.0,194.79128177642824,64.52422796886769
271,2.8626443416177775e-07,100.0,196.00402046585083,64.64976148631685
272,2.538265414754198e-07,100.0,196.76299216079713,64.72508159678634
273,2.538265438922318e-07,100.0,197.15197528076172,64.54933467235752
274,2.294981256221215e-07,100.0,198.31218040275573,64.54933467235752
275,2.230105449967243e-07,100.0,198.66810459518433,64.72508159678634
276,1.978711782119247e-07,100.0,199.7825048942566,64.59954807933718
277,1.8976170471406557e-07,100.0,200.47218375968933,64.80040170725584
278,1.767865434632712e-07,100.0,201.20293514251708,64.775295003766
279,1.678661229491462e-07,100.0,202.34337424468995,64.67486818980667
280,1.5326906887422615e-07,100.0,203.8818896713257,64.75018830027618
281,1.4110485681482844e-07,100.0,204.6610714263916,64.64976148631685
282,1.3623917423387093e-07,100.0,205.79484239196776,64.75018830027618
283,1.281296996726145e-07,100.0,206.67565176010132,64.67486818980667
284,1.1920927882013585e-07,100.0,207.78937721443177,64.75018830027618
285,1.1191075113013657e-07,100.0,208.7260013999939,64.82550841074567
286,1.1028885733928607e-07,100.0,210.04720485687255,64.69997489329651
287,9.73136970552165e-08,100.0,210.9857882270813,64.82550841074567
288,9.731369715188899e-08,100.0,212.4140675354004,64.775295003766
289,9.082611783157029e-08,100.0,214.03732508087157,64.67486818980667
290,9.40699079267558e-08,100.0,215.16548025512697,64.67486818980667
